Study_ID,response_var,Climate,year,Xe1,Xe2,Xe3,Xe4,Xe5,Xc,Xc2,Xc34,Xc345,Biome,Effect_size_pair,Effect_size,Time_Since_Fire
Murphy et al. 2018,DOC_Interp,Cfb,2014,0.054159711223,0.044870880904,0.038921380281,0,0,0.07984163218,-9999,-9999,-9999,Temperate,lnR1,-0.3881077782646473,4
Murphy et al. 2018,DOC_Interp,Cfb,2014,0.054159711223,0.044870880904,0.038921380281,0,0,0.07984163218,-9999,-9999,-9999,Temperate,lnR2,-0.5762560227751916,4
Murphy et al. 2018,DOC_Interp,Cfb,2014,0.054159711223,0.044870880904,0.038921380281,0,0,0.07984163218,-9999,-9999,-9999,Temperate,lnR3,-0.7185013536732262,4
Murphy et al. 2018,DOC_Interp,Cfb,2015,0.058813184061,0.048956805065,0.041271775819,0,0,0.084945350419,-9999,-9999,-9999,Temperate,lnR1,-0.3676420649753068,5
Murphy et al. 2018,DOC_Interp,Cfb,2015,0.058813184061,0.048956805065,0.041271775819,0,0,0.084945350419,-9999,-9999,-9999,Temperate,lnR2,-0.5510697334216398,5
Murphy et al. 2018,DOC_Interp,Cfb,2015,0.058813184061,0.048956805065,0.041271775819,0,0,0.084945350419,-9999,-9999,-9999,Temperate,lnR3,-0.7218292413374722,5
Murphy et al. 2018,NO3_Interp,Cfb,2010,6.10360979e-4,8.97012917e-4,0,0,0,0.001539508565,-9999,-9999,-9999,Temperate,lnR1,-0.9251679798500448,0
Murphy et al. 2018,NO3_Interp,Cfb,2010,6.10360979e-4,8.97012917e-4,0,0,0,0.001539508565,-9999,-9999,-9999,Temperate,lnR2,-0.5401482686656407,0
Murphy et al. 2018,NO3_Interp,Cfb,2011,0.00159251436,0.001838698622,6.59739686e-4,0,0,0.00112363364,-9999,-9999,-9999,Temperate,lnR1,0.34874637041195555,1
Murphy et al. 2018,NO3_Interp,Cfb,2011,0.00159251436,0.001838698622,6.59739686e-4,0,0,0.00112363364,-9999,-9999,-9999,Temperate,lnR2,0.4924902954548207,1
Murphy et al. 2018,NO3_Interp,Cfb,2011,0.00159251436,0.001838698622,6.59739686e-4,0,0,0.00112363364,-9999,-9999,-9999,Temperate,lnR3,-0.5324776921953114,1
Murphy et al. 2018,NO3_Interp,Cfb,2012,0.00148157007,0.002623135674,0.001757839594,0,0,9.0794676e-4,-9999,-9999,-9999,Temperate,lnR1,0.48967192003296156,2
Murphy et al. 2018,NO3_Interp,Cfb,2012,0.00148157007,0.002623135674,0.001757839594,0,0,9.0794676e-4,-9999,-9999,-9999,Temperate,lnR2,1.0609399607508578,2
Murphy et al. 2018,NO3_Interp,Cfb,2012,0.00148157007,0.002623135674,0.001757839594,0,0,9.0794676e-4,-9999,-9999,-9999,Temperate,lnR3,0.6606550881027107,2
Murphy et al. 2018,NO3_Interp,Cfb,2013,0.002686343733,0.004158924225,0.002702036272,0,0,0.001587393854,-9999,-9999,-9999,Temperate,lnR1,0.5260874760635659,3
Murphy et al. 2018,NO3_Interp,Cfb,2013,0.002686343733,0.004158924225,0.002702036272,0,0,0.001587393854,-9999,-9999,-9999,Temperate,lnR2,0.9631628551436823,3
Murphy et al. 2018,NO3_Interp,Cfb,2013,0.002686343733,0.004158924225,0.002702036272,0,0,0.001587393854,-9999,-9999,-9999,Temperate,lnR3,0.5319120776509874,3
Murphy et al. 2018,NO3_Interp,Cfb,2014,0.001414828742,0.0018422551,0.001215505044,0,0,0.001271520262,-9999,-9999,-9999,Temperate,lnR1,0.10679525211943049,4
Murphy et al. 2018,NO3_Interp,Cfb,2014,0.001414828742,0.0018422551,0.001215505044,0,0,0.001271520262,-9999,-9999,-9999,Temperate,lnR2,0.3707771777527453,4
Murphy et al. 2018,NO3_Interp,Cfb,2014,0.001414828742,0.0018422551,0.001215505044,0,0,0.001271520262,-9999,-9999,-9999,Temperate,lnR3,-0.045053576764258266,4
Murphy et al. 2018,NO3_Interp,Cfb,2015,0.001715082889,0.002217395113,0.001489753164,0,0,0.001308139357,-9999,-9999,-9999,Temperate,lnR1,0.27085562181965056,5
Murphy et al. 2018,NO3_Interp,Cfb,2015,0.001715082889,0.002217395113,0.001489753164,0,0,0.001308139357,-9999,-9999,-9999,Temperate,lnR2,0.5277273450124165,5
Murphy et al. 2018,NO3_Interp,Cfb,2015,0.001715082889,0.002217395113,0.001489753164,0,0,0.001308139357,-9999,-9999,-9999,Temperate,lnR3,0.13000465508024311,5
Neary & Currier; 1982,NO3_Interp,Cfa,1978,4.870436917848,0,0,0,0,1.009299505645,-9999,-9999,-9999,Temperate,lnR1,1.5739271177981005,0
Neary & Currier; 1982,NO3_Interp,Cfa,1979,3.260844172604,0,0,0,0,1.499987919064,-9999,-9999,-9999,Temperate,lnR1,0.7765290563903371,1
Oliver et al. 2012,NO3_Interp,Csb,2008,0.014005995246,0.007638654616,0.001951029768,0,0,0.006854149877,-9999,-9999,-9999,Temperate,lnR1,0.7146311795090584,1
Oliver et al. 2012,NO3_Interp,Csb,2008,0.014005995246,0.007638654616,0.001951029768,0,0,0.006854149877,-9999,-9999,-9999,Temperate,lnR2,0.1083671999910158,1
Oliver et al. 2012,NO3_Interp,Csb,2008,0.014005995246,0.007638654616,0.001951029768,0,0,0.006854149877,-9999,-9999,-9999,Temperate,lnR3,-1.2564969709571707,1
Oliver et al. 2012,NO3_Interp,Csb,2009,0.008951821236,0.002624177473,0.001753404793,0,0,0.015355573403,-9999,-9999,-9999,Temperate,lnR1,-0.5396214946346434,2
Oliver et al. 2012,NO3_Interp,Csb,2009,0.008951821236,0.002624177473,0.001753404793,0,0,0.015355573403,-9999,-9999,-9999,Temperate,lnR2,-1.76671099295381,2
Oliver et al. 2012,NO3_Interp,Csb,2009,0.008951821236,0.002624177473,0.001753404793,0,0,0.015355573403,-9999,-9999,-9999,Temperate,lnR3,-2.169919002561115,2
Tiedemann; 1973,NO3_Interp,Dsb,1970,2.90477711e-4,0,0,0,0,1.44191513e-4,-9999,-9999,-9999,Cold,lnR1,0.700384479651557,0
Tiedemann; 1973,NO3_Interp,Dsb,1971,6.40524248e-4,0,0,0,0,8.3892612e-5,-9999,-9999,-9999,Cold,lnR1,2.032749426158762,1
Tiedemann; 1973,NO3_Interp,Dsb,1972,0.00190607972,0,0,0,0,6.0523898e-5,-9999,-9999,-9999,Cold,lnR1,3.4497656138466612,2
Uzun et al. 2020,DOC_Interp,Csa,2016,0.001620614788,0.00362820694,0,0,0,0.058564917107,-9999,-9999,-9999,Temperate,lnR1,-3.5873302571008643,1
Uzun et al. 2020,DOC_Interp,Csa,2016,0.001620614788,0.00362820694,0,0,0,0.058564917107,-9999,-9999,-9999,Temperate,lnR2,-2.781397262801667,1
Uzun et al. 2020,DOC_Interp,Csa,2017,0.001334327592,0.002497633447,0,0,0,0.043687540458,-9999,-9999,-9999,Temperate,lnR1,-3.488635457510704,2
Uzun et al. 2020,DOC_Interp,Csa,2017,0.001334327592,0.002497633447,0,0,0,0.043687540458,-9999,-9999,-9999,Temperate,lnR2,-2.8617192837255008,2
Uzun et al. 2020,NO3_Interp,Csa,2016,5.8624663e-5,1.5008206e-4,0,0,0,6.10977827e-4,-9999,-9999,-9999,Temperate,lnR1,-2.343905190475006,1
Uzun et al. 2020,NO3_Interp,Csa,2016,5.8624663e-5,1.5008206e-4,0,0,0,6.10977827e-4,-9999,-9999,-9999,Temperate,lnR2,-1.4038784576475674,1
Uzun et al. 2020,NO3_Interp,Csa,2017,9.0428237e-5,1.68063956e-4,0,0,0,0.001127976536,-9999,-9999,-9999,Temperate,lnR1,-2.523624055603431,2
Uzun et al. 2020,NO3_Interp,Csa,2017,9.0428237e-5,1.68063956e-4,0,0,0,0.001127976536,-9999,-9999,-9999,Temperate,lnR2,-1.9038360329879964,2
Wagner et al. 2015,DOC_Interp,Dfb,2013,0.003871584105,0.003210142633,0,0,0,0.005902766549,-9999,-9999,-9999,Cold,lnR1,-0.42175739487288677,1
Wagner et al. 2015,DOC_Interp,Dfb,2013,0.003871584105,0.003210142633,0,0,0,0.005902766549,-9999,-9999,-9999,Cold,lnR2,-0.6091057775083416,1
Writer et al. 2014,DOC_Interp,Dfb,2012,0.002598231457,0.00235750574,0,0,0,0.003743343003,-9999,-9999,-9999,Cold,lnR1,-0.36514805851470156,0
Writer et al. 2014,DOC_Interp,Dfb,2012,0.002598231457,0.00235750574,0,0,0,0.003743343003,-9999,-9999,-9999,Cold,lnR2,-0.4623748929438658,0
Writer et al. 2014,DOC_Interp,Dfb,2013,0.002803973943,0.003495163312,0,0,0,0.005211373922,-9999,-9999,-9999,Cold,lnR1,-0.619805853304341,1
Writer et al. 2014,DOC_Interp,Dfb,2013,0.002803973943,0.003495163312,0,0,0,0.005211373922,-9999,-9999,-9999,Cold,lnR2,-0.39946342771866483,1
Writer et al. 2014,NO3_Interp,Dfb,2012,2.7921926e-5,2.9405336e-5,0,0,0,3.4948257e-5,-9999,-9999,-9999,Cold,lnR1,-0.22445633786858216,0
Writer et al. 2014,NO3_Interp,Dfb,2012,2.7921926e-5,2.9405336e-5,0,0,0,3.4948257e-5,-9999,-9999,-9999,Cold,lnR2,-0.1726924417168119,0
Writer et al. 2014,NO3_Interp,Dfb,2013,3.0252692e-5,1.19271062e-4,0,0,0,6.3251204e-5,-9999,-9999,-9999,Cold,lnR1,-0.73752899074672,1
Writer et al. 2014,NO3_Interp,Dfb,2013,3.0252692e-5,1.19271062e-4,0,0,0,6.3251204e-5,-9999,-9999,-9999,Cold,lnR2,0.6342845717183738,1
Hauer & Spencer 1998,NO3_Interp,Dfc,1989,0.101789346354,8.41734374e-4,2.72904927e-4,0,3.01405947e-4,0.015051522868,1.2943205e-4,-9999,2.6496026e-5,Cold,lnR1,1.911426272610421,1
Hauer & Spencer 1998,NO3_Interp,Dfc,1989,0.101789346354,8.41734374e-4,2.72904927e-4,0,3.01405947e-4,0.015051522868,1.2943205e-4,-9999,2.6496026e-5,Cold,lnR2,1.872308461156119,1
Hauer & Spencer 1998,NO3_Interp,Dfc,1989,0.101789346354,8.41734374e-4,2.72904927e-4,0,3.01405947e-4,0.015051522868,1.2943205e-4,-9999,2.6496026e-5,Cold,lnR3,2.332128722301076,1
Hauer & Spencer 1998,NO3_Interp,Dfc,1989,0.101789346354,8.41734374e-4,2.72904927e-4,0,3.01405947e-4,0.015051522868,1.2943205e-4,-9999,2.6496026e-5,Cold,lnR5,2.4314632577693227,1
Hauer & Spencer 1998,NO3_Interp,Dfc,1990,0.106503006977,6.54677078e-4,2.37059961e-4,0,2.21564277e-4,0.043073144175,1.08963344e-4,-9999,2.4656424e-5,Cold,lnR1,0.9052735213660049,2
Hauer & Spencer 1998,NO3_Interp,Dfc,1990,0.106503006977,6.54677078e-4,2.37059961e-4,0,2.21564277e-4,0.043073144175,1.08963344e-4,-9999,2.4656424e-5,Cold,lnR2,1.7931305712867058,2
Hauer & Spencer 1998,NO3_Interp,Dfc,1990,0.106503006977,6.54677078e-4,2.37059961e-4,0,2.21564277e-4,0.043073144175,1.08963344e-4,-9999,2.4656424e-5,Cold,lnR3,2.2632756340805606,2
Hauer & Spencer 1998,NO3_Interp,Dfc,1990,0.106503006977,6.54677078e-4,2.37059961e-4,0,2.21564277e-4,0.043073144175,1.08963344e-4,-9999,2.4656424e-5,Cold,lnR5,2.1956752619491127,2
Hauer & Spencer 1998,NO3_Interp,Dfc,1991,0.107279572969,0.001069653121,1.92671999e-4,2.10304315e-4,2.57416193e-4,0.060483619485,1.27977206e-4,-9999,5.8214262e-5,Cold,lnR1,0.5730656823751883,3
Hauer & Spencer 1998,NO3_Interp,Dfc,1991,0.107279572969,0.001069653121,1.92671999e-4,2.10304315e-4,2.57416193e-4,0.060483619485,1.27977206e-4,-9999,5.8214262e-5,Cold,lnR2,2.123237518978183,3
Hauer & Spencer 1998,NO3_Interp,Dfc,1991,0.107279572969,0.001069653121,1.92671999e-4,2.10304315e-4,2.57416193e-4,0.060483619485,1.27977206e-4,-9999,5.8214262e-5,Cold,lnR3,1.1968588798283117,3
Hauer & Spencer 1998,NO3_Interp,Dfc,1991,0.107279572969,0.001069653121,1.92671999e-4,2.10304315e-4,2.57416193e-4,0.060483619485,1.27977206e-4,-9999,5.8214262e-5,Cold,lnR4,1.2844252245417789,3
Hauer & Spencer 1998,NO3_Interp,Dfc,1991,0.107279572969,0.001069653121,1.92671999e-4,2.10304315e-4,2.57416193e-4,0.060483619485,1.27977206e-4,-9999,5.8214262e-5,Cold,lnR5,1.4865638267876355,3
Hauer & Spencer 1998,NO3_Interp,Dfc,1992,0.059316639794,0.001723911498,2.46719021e-4,1.34535391e-4,0,0.031887144576,1.63434449e-4,-9999,7.8587269e-5,Cold,lnR1,0.6206869330306183,4
Hauer & Spencer 1998,NO3_Interp,Dfc,1992,0.059316639794,0.001723911498,2.46719021e-4,1.34535391e-4,0,0.031887144576,1.63434449e-4,-9999,7.8587269e-5,Cold,lnR2,2.355939128240543,4
Hauer & Spencer 1998,NO3_Interp,Dfc,1992,0.059316639794,0.001723911498,2.46719021e-4,1.34535391e-4,0,0.031887144576,1.63434449e-4,-9999,7.8587269e-5,Cold,lnR3,1.1440404080000321,4
Hauer & Spencer 1998,NO3_Interp,Dfc,1992,0.059316639794,0.001723911498,2.46719021e-4,1.34535391e-4,0,0.031887144576,1.63434449e-4,-9999,7.8587269e-5,Cold,lnR4,0.5376175802346618,4
Hauer & Spencer 1998,NO3_Interp,Dfc,1993,0.056552470451,0.001600914529,2.31946967e-4,1.22715762e-4,0,0.047845133484,1.40496683e-4,-9999,5.3644272e-5,Cold,lnR1,0.16719947859094442,5
Hauer & Spencer 1998,NO3_Interp,Dfc,1993,0.056552470451,0.001600914529,2.31946967e-4,1.22715762e-4,0,0.047845133484,1.40496683e-4,-9999,5.3644272e-5,Cold,lnR2,2.4331464456086973,5
Hauer & Spencer 1998,NO3_Interp,Dfc,1993,0.056552470451,0.001600914529,2.31946967e-4,1.22715762e-4,0,0.047845133484,1.40496683e-4,-9999,5.3644272e-5,Cold,lnR3,1.464134057717891,5
Hauer & Spencer 1998,NO3_Interp,Dfc,1993,0.056552470451,0.001600914529,2.31946967e-4,1.22715762e-4,0,0.047845133484,1.40496683e-4,-9999,5.3644272e-5,Cold,lnR4,0.8274961058239492,5
Hickenbottom et al. 2023,DOC_Interp,Csb,2021,0.100319258141,0,0,0,0,0.05488641816,0,-9999,0,Temperate,lnR1,0.6030917563718091,0
Hickenbottom et al. 2023,DOC_Interp,Csb,2022,0.054183173711,0.001641157868,0,0,0,0.054445458361,0.001244658712,-9999,0,Temperate,lnR1,-0.004829024442120025,1
Hickenbottom et al. 2023,DOC_Interp,Csb,2022,0.054183173711,0.001641157868,0,0,0,0.054445458361,0.001244658712,-9999,0,Temperate,lnR2,0.2765406443670772,1
Hickenbottom et al. 2023,NO3_Interp,Csb,2021,5.16549481e-4,0,0,0,0,2.94916871e-4,0,-9999,0,Temperate,lnR1,0.5604775611436323,0
Hickenbottom et al. 2023,NO3_Interp,Csb,2022,0.00180580095,1.794928e-6,0,0,0,0.001180760718,4.503183e-6,-9999,0,Temperate,lnR1,0.4248453259394459,1
Hickenbottom et al. 2023,NO3_Interp,Csb,2022,0.00180580095,1.794928e-6,0,0,0,0.001180760718,4.503183e-6,-9999,0,Temperate,lnR2,-0.9198195703521421,1
Crandall et al. 2021,DOC_Interp,Csa,2018,0.08996051362,0.49490656566,0.01063280933,0.01266571511,-9999,0.04004653371,0.81696924883,0.0056747654,-9999,Temperate,lnR1,0.8093287157961165,0
Crandall et al. 2021,DOC_Interp,Csa,2018,0.08996051362,0.49490656566,0.01063280933,0.01266571511,-9999,0.04004653371,0.81696924883,0.0056747654,-9999,Temperate,lnR2,-0.5012324665111016,0
Crandall et al. 2021,DOC_Interp,Csa,2018,0.08996051362,0.49490656566,0.01063280933,0.01266571511,-9999,0.04004653371,0.81696924883,0.0056747654,-9999,Temperate,lnR3,0.6279152172921498,0
Crandall et al. 2021,DOC_Interp,Csa,2018,0.08996051362,0.49490656566,0.01063280933,0.01266571511,-9999,0.04004653371,0.81696924883,0.0056747654,-9999,Temperate,lnR4,0.8028695220357438,0
Crandall et al. 2021,NO3_Interp,Csa,2018,0.00595948773,0.00192783368,1.725509e-4,4.359621e-5,-9999,0.00164467913,0.13462375598,1.2017729e-4,-9999,Temperate,lnR1,1.28743921860061,0
Crandall et al. 2021,NO3_Interp,Csa,2018,0.00595948773,0.00192783368,1.725509e-4,4.359621e-5,-9999,0.00164467913,0.13462375598,1.2017729e-4,-9999,Temperate,lnR2,-4.246086967895374,0
Crandall et al. 2021,NO3_Interp,Csa,2018,0.00595948773,0.00192783368,1.725509e-4,4.359621e-5,-9999,0.00164467913,0.13462375598,1.2017729e-4,-9999,Temperate,lnR3,0.3617241962673968,0
Crandall et al. 2021,NO3_Interp,Csa,2018,0.00595948773,0.00192783368,1.725509e-4,4.359621e-5,-9999,0.00164467913,0.13462375598,1.2017729e-4,-9999,Temperate,lnR4,-1.0139978491713204,0
